Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0130606856888136,-0.133927940020527,0.104796725192401,0,0,0,1.3348146018366,0.00731717119287839,-2.02987595928944E-21,-3.95166411671865E-19,0.0135564188757262,-3.05179156028823E-19,0.00731717119287839,0,0,0,0,0,0,package://roboticarm/meshes/base_link.STL,1,0,0,1,0,0,0,0,0,0,package://roboticarm/meshes/base_link.STL,,TABLE-1-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
base_support,-0.000179232198816423,-0.0340345272040727,0.0250052801472661,0,0,0,0.829565485258968,0.00348141953189744,-2.97110913364514E-07,2.10304010747294E-07,0.00325078043673675,7.2388628878968E-08,0.00361307612472042,0,0,0,0,0,0,package://roboticarm/meshes/base_support.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://roboticarm/meshes/base_support.STL,,MOTOR-1-1;BASE-1-1,Origin_base_support,Axis_base_support,base_support,fixed,0.0034844604872326,-0.261021087794695,0.127889925726077,3.14159265358979,-0.39309481042652,0,base_link,0,0,0,,,,,,,,,,,,
rotating_base,-0.000893115047170105,-1.9885104582118E-06,0.0339623781774402,0,0,0,0.645952370064124,0.0013095606744762,6.4560762438198E-08,3.65694449931144E-05,0.00213067451645588,1.12532218289827E-07,0.00253478412624233,0,0,0,0,0,0,package://roboticarm/meshes/rotating_base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://roboticarm/meshes/rotating_base.STL,,UPPER BASE ROTATING-1-1;ARM HOLDER-1-2;ARM HOLDER-1-3,Origin_rotating_base,Axis_rotating_base,rotating_base,fixed,0,0.0342819555253775,0.0249999999999999,-1.5707963267949,-0.326303271174286,0,base_support,0,0,0,,,,,,,,,,,,
lower_arm,-0.181366620408773,6.10622663543836E-16,-0.0550700000000018,0,0,0,0.325078566457199,0.00088577492995533,-3.93216938297602E-06,-3.48365550163498E-19,0.00202969516721381,-7.83557243195934E-19,0.00126432994950172,0,0,0,0,0,0,package://roboticarm/meshes/lower_arm.STL,0.792156862745098,0.819607843137255,0.929411764705882,1,0,0,0,0,0,0,package://roboticarm/meshes/lower_arm.STL,,ARM 1-1-1;ARM HOLDER-1-6;ARM HOLDER-1-5,Origin_lower_arm,Axis_lower_arm,lower_arm,fixed,0.0810710122786172,0.0297610010239274,0.021246736186644,1.5707963267949,0.848171739621261,1.5707963267949,rotating_base,0,0,0,,,,,,,,,,,,
upper_arm,0.0550000000000029,-0.214787399857014,0.0390699999999914,0,0,0,0.553932772437962,0.00950068407154474,1.06677023443101E-16,-4.81749338702534E-21,0.000128887101671353,-2.48804241039965E-18,0.00961971522402867,0,0,0,0,0,0,package://roboticarm/meshes/upper_arm.STL,0.749019607843137,0.749019607843137,0,1,0,0,0,0,0,0,package://roboticarm/meshes/upper_arm.STL,,ARM 2-1-2;ARM HOLDER-1-1;ARM 2-1-1;ARM HOLDER-1-4,Origin_upper_arm,Axis_upper_arm,upper_arm,fixed,-0.218825568718847,-0.0298817987387339,-0.0941399999999987,0,0,2.56722332066204,lower_arm,0,0,0,,,,,,,,,,,,
upper_wrist,-0.0483503302304474,-0.0653214040329152,-0.0550699999999989,0,0,0,0.193149376876172,0.000178903002342078,-1.89735380184963E-19,3.90397972264756E-20,8.67145456621548E-05,2.29301677784766E-19,0.00011724471206481,0,0,0,0,0,0,package://roboticarm/meshes/upper_wrist.STL,0.749019607843137,0.749019607843137,0,1,0,0,0,0,0,0,package://roboticarm/meshes/upper_wrist.STL,,ARM 3-1-1;ARM 3-1-2;PLATE 1-1-1;PLATE 2-1-1;MOTOR 2-1-1,Origin_upper_wrist,Axis_upper_wrist,upper_wrist,fixed,0.107114175140912,-0.38878227168507,0.0941399999999812,0,0,-0.325376444902228,upper_arm,0,0,0,,,,,,,,,,,,
lower_wrist,-0.0650700000000078,-0.0022274379705558,0.0264449576919153,0,0,0,0.0521786415366046,2.40049687608685E-05,1.56118760090808E-19,-1.38016822283759E-18,4.35494931309568E-05,-3.42527115552262E-06,2.46186676394024E-05,0,0,0,0,0,0,package://roboticarm/meshes/lower_wrist.STL,0.749019607843137,0.749019607843137,0,1,0,0,0,0,0,0,package://roboticarm/meshes/lower_wrist.STL,,PLATE 3-1-1,Origin_lower_wrist,Axis_lower_wrist,lower_wrist,fixed,-0.0552148789433301,-0.116806017714323,0.00984757941111809,-1.57079632679643,-1.55979724919994,-3.14159265358826,upper_wrist,0,0,0,,,,,,,,,,,,
left_upper_gear,0.0463939632093123,-0.0509647537574146,0.000591036046332372,0,0,0,0.00421834858631079,5.30115015573961E-07,-6.14643406984446E-08,9.14861757483649E-22,3.24562455202572E-07,1.84295840476815E-21,8.48303164115766E-07,0,0,0,0,0,0,package://roboticarm/meshes/left_upper_gear.STL,1,1,0,1,0,0,0,0,0,0,package://roboticarm/meshes/left_upper_gear.STL,,GEAR WITH ARM-1-2;JOINT 1-1-4;JOINT 2-1-2,Origin_left_upper_gear,Axis_left_upper_gear,left_upper_gear,fixed,-0.00881412206891066,-0.00329999999996133,-0.0084845804053541,-1.57079632679489,-0.207904224454459,-3.14159265358946,lower_wrist,0,0,0,,,,,,,,,,,,
right_upper_gear,0.0452987169878446,-0.0516165286576047,0.00240896395367096,0,0,0,0.00421834858631083,5.35617474391916E-07,-7.12275647902135E-08,1.74286955064923E-21,3.1905999638463E-07,-1.24407964127975E-21,8.4830316411578E-07,0,0,0,0,0,0,package://roboticarm/meshes/right_upper_gear.STL,1,1,0,1,0,0,0,0,0,0,package://roboticarm/meshes/right_upper_gear.STL,,GEAR WITH ARM-1-3;JOINT 1-1-3;JOINT 2-1-1,Origin_right_upper_gear,Axis_right_upper_gear,right_upper_gear,fixed,-0.129704760937072,-0.00630000000000874,-0.000510297532895165,-1.5707963267949,-0.0113771448285702,0,lower_wrist,0,0,0,,,,,,,,,,,,
left_upper_join,-0.0202625950481072,-0.131145813818515,0.00165499999999952,0,0,0,0.000540661599083289,4.67657334114792E-08,1.1775588916805E-08,3.72231275648862E-23,4.6959174711904E-09,-2.39985775216947E-22,5.04743937917168E-08,0,0,0,0,0,0,package://roboticarm/meshes/left_upper_join.STL,1,1,0,1,0,0,0,0,0,0,package://roboticarm/meshes/left_upper_join.STL,,JOINT 2-1-6,Origin_left_upper_join,Axis_left_upper_join,left_upper_join,fixed,-0.0926473277587149,-0.00660999999999667,-0.0495971141315421,-1.5707963267949,0.480440571382254,0,lower_wrist,0,0,0,,,,,,,,,,,,
